Seed,N_gen,Swarm_size,Social,Cognitive,Inertia,Pressure,Fitness,UnseenAccuracy,Time
Seed,N_gen,Swarm_size,Social,Cognitive,Inertia,Pressure,Fitness,UnseenAccuracy,Time
Seed,N_gen,Swarm_size,Social,Cognitive,Inertia,Pressure,Fitness,UnseenAccuracy,Time
Seed,N_gen,Swarm_size,Social,Cognitive,Inertia,Pressure,Fitness,UnseenAccuracy,Time
Seed,N_gen,Swarm_size,Social,Cognitive,Inertia,Pressure,Fitness,UnseenAccuracy,Time
Seed,N_gen,Swarm_size,Social,Cognitive,Inertia,Pressure,Fitness,UnseenAccuracy,Time
Seed,N_gen,Swarm_size,Social,Cognitive,Inertia,Pressure,Fitness,UnseenAccuracy,Time
Seed,N_gen,Swarm_size,Social,Cognitive,Inertia,Pressure,Fitness,UnseenAccuracy,Time
2,100,50,50,1.0,0.2,0.45,0.36694386694386694,0.3265993265993266,0:02:41.275547
1,100,50,50,1.0,0.2,0.45,0.32432432432432434,0.2777777777777778,0:02:41.383267
0,100,50,50,1.0,0.2,0.45,0.2525987525987526,0.25252525252525254,0:02:43.382908
3,100,50,50,1.0,0.2,0.45,0.2442827442827443,0.21717171717171718,0:02:48.542108
4,100,50,50,1.0,0.2,0.45,0.26195426195426197,0.1919191919191919,0:02:48.554122
