Seed,N_gen,Swarm_size,Social,Cognitive,Inertia,Pressure,Fitness,UnseenAccuracy,Time
Seed,N_gen,Swarm_size,Social,Cognitive,Inertia,Pressure,Fitness,UnseenAccuracy,Time
Seed,N_gen,Swarm_size,Social,Cognitive,Inertia,Pressure,Fitness,UnseenAccuracy,Time
Seed,N_gen,Swarm_size,Social,Cognitive,Inertia,Pressure,Fitness,UnseenAccuracy,Time
Seed,N_gen,Swarm_size,Social,Cognitive,Inertia,Pressure,Fitness,UnseenAccuracy,Time
Seed,N_gen,Swarm_size,Social,Cognitive,Inertia,Pressure,Fitness,UnseenAccuracy,Time
Seed,N_gen,Swarm_size,Social,Cognitive,Inertia,Pressure,Fitness,UnseenAccuracy,Time
0,100,50,50,0.2,0.6,0.45,0.28482328482328484,0.2727272727272727,0:02:40.476446
1,100,50,50,0.2,0.6,0.45,0.24324324324324326,0.2037037037037037,0:02:42.518625
2,100,50,50,0.2,0.6,0.45,0.2702702702702703,0.22053872053872053,0:02:52.268813
3,100,50,50,0.2,0.6,0.45,0.19854469854469856,0.18518518518518517,0:02:52.705611
4,100,50,50,0.2,0.6,0.45,0.2733887733887734,0.2356902356902357,0:02:52.978878
